,FuelClass1,FuelClass2,FuelClass3,FuelClass4,FuelClass5,FuelClass6,Total
1969-09-01,0.009944488,0.022345921,0.062568575,0.31904066,0.0625868,6.9577606e-20,0.15744579
1969-10-01,0.010102475,0.022609232,0.06330585,0.3213929,0.062586814,2.3716962e-05,0.15862809
1969-11-01,0.010256447,0.022866027,0.06402488,0.32370946,0.062504545,0.00054092583,0.16019283
1969-12-01,0.010249923,0.022855734,0.06399606,0.32369202,0.062235616,0.001614598,0.16095194
1970-01-01,0.010173989,0.02273168,0.0636487,0.322929,0.06097028,0.002813592,0.16033824
1970-02-01,0.010088799,0.022592338,0.06325854,0.32210916,0.059438825,0.0039210278,0.15929954
1970-03-01,0.009993178,0.02243542,0.062819175,0.3211973,0.057714835,0.0053891246,0.15835173
1970-04-01,0.009917746,0.022311596,0.06247247,0.32059705,0.055924073,0.008515293,0.15914118
1970-05-01,0.009868136,0.022230545,0.062245525,0.3204422,0.05397,0.013131135,0.16144535
1970-06-01,0.009859586,0.022217667,0.062209465,0.32094714,0.0525598,0.016854068,0.16370058
1970-07-01,0.01007333,0.022574078,0.06320742,0.32421958,0.07152411,0.0,0.16737893
1970-08-01,0.010277899,0.022915024,0.06416207,0.32726538,0.07152411,0.0,0.1688791
1970-09-01,0.010442231,0.023188911,0.06492895,0.3297121,0.07152411,0.0,0.17008421
1970-10-01,0.01055746,0.02338145,0.06546806,0.33147413,0.07136301,0.0012911678,0.17206115
1970-11-01,0.010578019,0.023418812,0.06557268,0.3320753,0.07034539,0.008986332,0.17890124
1970-12-01,0.010603013,0.023464676,0.06570109,0.33284473,0.06903444,0.021319697,0.19012292
1971-01-01,0.010759723,0.023731804,0.066449046,0.3356944,0.067408666,0.024522636,0.19287187
1971-02-01,0.010841957,0.02388137,0.066867836,0.33792397,0.064307846,0.028796723,0.19469573
1971-03-01,0.010974947,0.024115719,0.067524016,0.34088317,0.06152503,0.034121007,0.19826072
1971-04-01,0.011277378,0.02463204,0.06896972,0.34622273,0.059998464,0.04190317,0.20678078
1971-05-01,0.01202363,0.025895527,0.07250747,0.35842445,0.092913896,0.013389135,0.21672967
1971-06-01,0.012112489,0.02607812,0.07301874,0.36144045,0.100947104,1.8372062e-18,0.21215644
1971-07-01,0.012109899,0.0261037,0.07309036,0.362884,0.09511053,1.7952716e-18,0.20641449
1971-08-01,0.012174234,0.02622959,0.07344285,0.36477077,0.09161048,1.7020973e-18,0.20345715
1971-09-01,0.012713008,0.027136805,0.075983055,0.37324724,0.09014159,0.0006269014,0.20660137
1971-10-01,0.012918413,0.027482033,0.07694969,0.37643147,0.0898245,0.004080261,0.2112549
1971-11-01,0.013023423,0.027658205,0.077442974,0.37804404,0.08973281,0.011352668,0.21921009
1971-12-01,0.013065379,0.027746093,0.07768906,0.37941504,0.08759389,0.018022148,0.22411656
1972-01-01,0.013181468,0.027960405,0.07828913,0.38201267,0.094613284,0.015582229,0.22962652
1972-02-01,0.013296909,0.028178519,0.07889985,0.38477936,0.10809705,5.049679e-19,0.22847232
1972-03-01,0.013167087,0.0280032,0.078408964,0.38454315,0.10204117,4.9850246e-19,0.22162043
1972-04-01,0.012919598,0.027634453,0.07737647,0.38274804,0.09540671,4.8824656e-19,0.21333723
1972-05-01,0.012642541,0.027211588,0.076192446,0.38041177,0.0891682,4.6957534e-19,0.20521477
1972-06-01,0.012359944,0.026772354,0.07496259,0.37778622,0.08365154,4.4550237e-19,0.19774643
1972-07-01,0.012516936,0.02704877,0.07573656,0.38090622,0.08091011,0.0,0.19621238
1972-08-01,0.012517963,0.027050508,0.075741425,0.38092285,0.080906324,0.00034729132,0.19656351
1972-09-01,0.012532297,0.027074859,0.075809605,0.38115934,0.08084009,0.002260672,0.19851752
1972-10-01,0.012594765,0.027179135,0.07610158,0.38209736,0.08084806,0.0062296074,0.20295316
