Sample_ID,Date,Location,Species,Gasex_typeOrSequence,Duplicate_flag,Chem_type,Sample_disc_size,Disc_area_cm2,Num_discs,Leaf_area_cm2,FW_g,DW_g,H20_pc,LMA_gDW_m2,SLA_cm2_g,Canopy_position,,,,,
BNL11197,2016-03-10,PA-SLZ,APEIME,Diurnal 3,2,NSC,15,3.431,2,6.861,,0.0806,,117.47,85.13,sunlit,,,,,
BNL11198,2016-03-10,PA-SLZ,TOCOPI,Diurnal 3,2,NSC,15,3.431,5,17.153,,0.1489,,86.80,115.20,sunlit,,,,,
BNL11045,2016-03-10,PA-SLZ,GUATDU,Diurnal 6,2,NSC,10,1.539,1,1.539,,0.0153,,99.39,100.61,sunlit,,,,,
BNL11049,2016-03-10,PA-SLZ,GUATDU,Diurnal 6,2,NSC,7,0.801,4,3.205,,0.0306,,95.48,104.73,sunlit,,,,,
BNL11050,2016-03-10,PA-SLZ,TOCOPI,Diurnal 6,2,NSC,12,2.130,3,6.389,,0.0615,,96.26,103.88,sunlit,,,,,
BNL11052,2016-03-10,PA-SLZ,APEIME,Diurnal 6,2,NSC,12,2.130,2,4.259,,0.0525,,123.26,81.13,sunlit,,,,,
BNL11058,2016-03-10,PA-SLZ,CARAGU,Diurnal 6,2,NSC,12,2.130,4,8.518,,0.1129,,132.54,75.45,sunlit,,,,,
BNL11060,2016-03-10,PA-SLZ,VOCHFE,Diurnal 6,2,NSC,7,0.801,3,2.404,,0.0258,,107.34,93.16,sunlit,,,,,
BNL11067,2016-03-10,PA-SLZ,TACHVE,Diurnal 6,2,NSC,7,0.801,4,3.205,,0.0329,,102.66,97.41,sunlit,,,,,
BNL11068,2016-03-10,PA-SLZ,MICOBO,Diurnal 6,2,NSC,12,2.130,3,6.389,,0.0641,,100.33,99.67,sunlit,,,,,
BNL11069,2016-03-10,PA-SLZ,TOCOPI,Diurnal 6,2,NSC,12,2.130,4,8.518,,0.0879,,103.19,96.91,sunlit,,,,,
BNL11132,2016-03-10,PA-SLZ,VOCHFE,Diurnal 6,2,NSC,10,1.539,2,3.079,,0.0474,,153.96,64.95,sunlit,,,,,
BNL11165,2016-03-10,PA-SLZ,TERMAM,Diurnal 6,2,NSC,7,0.801,2,1.602,,0.0238,,148.53,67.33,sunlit,,,,,
BNL11175,2016-03-10,PA-SLZ,APEIME,Diurnal 6,2,NSC,12,2.130,2,4.259,,0.0563,,132.18,75.65,sunlit,,,,,
BNL11176,2016-03-10,PA-SLZ,TERMAM,Diurnal 6,2,NSC,10,1.539,3,4.618,,0.0650,,140.75,71.05,sunlit,,,,,
BNL11177,2016-03-10,PA-SLZ,CARAGU,Diurnal 6,2,NSC,12,2.130,4,8.518,,0.1412,,165.76,60.33,sunlit,,,,,
BNL11179,2016-03-10,PA-SLZ,MICOBO,Diurnal 6,2,NSC,7,0.801,6,4.807,,0.0505,,105.05,95.19,sunlit,,,,,
BNL11180,2016-03-10,PA-SLZ,VIROSP,Diurnal 6,2,NSC,7,0.801,5,4.006,,0.0682,,170.25,58.74,sunlit,,,,,
BNL11181,2016-03-10,PA-SLZ,VIROSP,Diurnal 6,2,NSC,7,0.801,5,4.006,,0.0654,,163.26,61.25,sunlit,,,,,
BNL11200,2016-03-10,PA-SLZ,TACHVE,Diurnal 6,2,NSC,7,0.801,3,2.404,,0.0268,,111.50,89.68,sunlit,,,,,
BNL10993,2016-03-12,PA-BCI,GUSTSU,Diurnal 1,1,NSC,15,3.431,2,6.861,,0.0405,,59.03,169.42,sunlit,,,,,
BNL11312,2016-03-12,PA-BCI,MICOAR,Diurnal 1,1,NSC,11,1.843,3,5.528,,0.0549,,99.32,100.69,sunlit,,,,,
BNL11319,2016-03-12,PA-BCI,MICOAR,Diurnal 1,1,NSC,15,3.431,3,10.292,,0.1082,,105.13,95.12,sunlit,,,,,
BNL11323,2016-03-12,PA-BCI,SIMAAM,Diurnal 1,1,NSC,7,0.801,6,4.807,,0.0756,,157.27,63.59,sunlit,,,,,
BNL11329,2016-03-12,PA-BCI,MICOAR,Diurnal 1,1,NSC,15,3.431,2,6.861,,0.0715,,104.21,95.96,sunlit,,,,,
BNL11344,2016-03-12,PA-BCI,INGAPE,Diurnal 1,1,NSC,7,0.801,9,7.211,,0.0650,,90.14,110.93,sunlit,,,,,
BNL11349,2016-03-12,PA-BCI,INGAPE,Diurnal 1,1,NSC,7,0.801,6,4.807,,0.0503,,104.64,95.57,sunlit,,,,,
BNL11352,2016-03-12,PA-BCI,INGAPE,Diurnal 1,1,NSC,7,0.801,7,5.608,,0.0485,,86.48,115.63,sunlit,,,,,
BNL11365,2016-03-12,PA-BCI,GUSTSU,Diurnal 1,1,NSC,15,3.431,2,6.861,,0.0417,,60.77,164.54,sunlit,,,,,
BNL11388,2016-03-12,PA-BCI,SIMAAM,Diurnal 1,1,NSC,7,0.801,5,4.006,,0.0608,,151.78,65.89,sunlit,,,,,
BNL11420,2016-03-12,PA-BCI,GUSTSU,Diurnal 1,1,NSC,15,3.431,2,6.861,,0.0537,,78.26,127.77,sunlit,,,,,
BNL11433,2016-03-12,PA-BCI,ALSEBL,Diurnal 1,1,NSC,11,1.843,3,5.528,,0.0393,,71.10,140.65,sunlit,,,,,
BNL11498,2016-03-12,PA-BCI,SIMAAM,Diurnal 1,1,NSC,7,0.801,4,3.205,,0.0520,,162.26,61.63,sunlit,,,,,
BNL11222,2016-03-12,PA-BCI,INGAPE,Diurnal 3,1,NSC,11,1.843,5,9.213,,0.0685,,74.35,134.49,sunlit,,,,,
BNL11223,2016-03-12,PA-BCI,INGAPE,Diurnal 3,1,NSC,11,1.843,4,7.370,,0.0597,,81.00,123.45,sunlit,,,,,
BNL11225,2016-03-12,PA-BCI,SIMAAM,Diurnal 3,1,NSC,7,0.801,4,3.205,,0.0473,,147.59,67.75,sunlit,,,,,
BNL11226,2016-03-12,PA-BCI,SIMAAM,Diurnal 3,1,NSC,7,0.801,5,4.006,,0.0633,,158.02,63.28,sunlit,,,,,
BNL11227,2016-03-12,PA-BCI,INGAPE,Diurnal 3,1,NSC,7,0.801,6,4.807,,0.0381,,79.26,126.17,sunlit,,,,,
BNL11228,2016-03-12,PA-BCI,GUSTSU,Diurnal 3,1,NSC,15,3.431,2,6.861,,0.0485,,70.69,141.47,sunlit,,,,,
BNL11230,2016-03-12,PA-BCI,GUSTSU,Diurnal 3,1,NSC,15,3.431,2,6.861,,0.0409,,59.61,167.76,sunlit,,,,,
BNL11237,2016-03-12,PA-BCI,MICOAR,Diurnal 3,1,NSC,15,3.431,2,6.861,,0.0619,,90.21,110.85,sunlit,,,,,
BNL11262,2016-03-12,PA-BCI,ALSEBL,Diurnal 3,1,NSC,7,0.801,7,5.608,,0.0393,,70.07,142.70,sunlit,,,,,
BNL11335,2016-03-12,PA-BCI,ALSEBL,Diurnal 3,1,NSC,7,0.801,5,4.006,,0.0268,,66.90,149.47,sunlit,,,,,
BNL11336,2016-03-12,PA-BCI,SIMAAM,Diurnal 3,1,NSC,7,0.801,4,3.205,,0.0493,,153.83,65.00,sunlit,,,,,
BNL11340,2016-03-12,PA-BCI,ALSEBL,Diurnal 3,1,NSC,11,1.843,4,7.370,,0.0471,,63.91,156.48,sunlit,,,,,
BNL11341,2016-03-12,PA-BCI,MICOAR,Diurnal 3,1,NSC,15,3.431,2,6.861,,0.0748,,109.02,91.73,sunlit,,,,,
BNL11343,2016-03-12,PA-BCI,MICOAR,Diurnal 3,1,NSC,15,3.431,2,6.861,,0.0676,,98.52,101.50,sunlit,,,,,
BNL11229,2016-03-12,PA-BCI,GUSTSU,Diurnal 3 ,1,NSC,15,3.431,2,6.861,,0.0452,,65.88,151.80,sunlit,,,,,
BNL11215,2016-03-12,PA-BCI,GUSTSU,Diurnal 6,1,NSC,15,3.431,2,6.861,,0.0438,,63.84,156.65,sunlit,,,,,
BNL11216,2016-03-12,PA-BCI,GUSTSU,Diurnal 6,1,NSC,15,3.431,2,6.861,,0.0520,,75.79,131.95,sunlit,,,,,
BNL11217,2016-03-12,PA-BCI,INGAPE,Diurnal 6,1,NSC,7,0.801,6,4.807,,0.0417,,86.75,115.28,sunlit,,,,,
BNL11218,2016-03-12,PA-BCI,INGAPE,Diurnal 6,1,NSC,11,1.843,3,5.528,,0.0427,,77.25,129.45,sunlit,,,,,
BNL11219,2016-03-12,PA-BCI,INGAPE,Diurnal 6,1,NSC,11,1.843,4,7.370,,0.0580,,78.70,127.07,sunlit,,,,,
BNL11220,2016-03-12,PA-BCI,SIMAAM,Diurnal 6,1,NSC,7,0.801,4,3.205,,0.0507,,158.20,63.21,sunlit,,,,,
BNL11221,2016-03-12,PA-BCI,SIMAAM,Diurnal 6,1,NSC,7,0.801,5,4.006,,0.0613,,153.02,65.35,sunlit,,,,,
BNL11224,2016-03-12,PA-BCI,GUSTSU,Diurnal 6,1,NSC,15,3.431,2,6.861,,0.0489,,71.27,140.31,sunlit,,,,,
BNL11332,2016-03-12,PA-BCI,ALSEBL,Diurnal 6,1,NSC,7,0.801,9,7.211,,0.0594,,82.38,121.39,sunlit,,,,,
BNL11334,2016-03-12,PA-BCI,MICOAR,Diurnal 6,1,NSC,15,3.431,2,6.861,,0.0817,,119.07,83.98,sunlit,,,,,
BNL11337,2016-03-12,PA-BCI,SIMAAM,Diurnal 6,1,NSC,7,0.801,4,3.205,,0.0521,,162.57,61.51,sunlit,,,,,
BNL11339,2016-03-12,PA-BCI,MICOAR,Diurnal 6,1,NSC,15,3.431,2,6.861,,0.0776,,113.10,88.42,sunlit,,,,,
BNL11356,2016-03-12,PA-BCI,MICOAR,Diurnal 6,1,NSC,15,3.431,2,6.861,,0.0754,,109.89,91.00,sunlit,,,,,
BNL11405,2016-03-14,PA-PNM,ANACEX,ACi,2,NSC,15,3.431,2,6.861,,0.0699,,101.87,98.16,sunlit,,,,,
BNL11468,2016-03-14,PA-PNM,ANTITR,ACi,2,NSC,15,3.431,2,6.861,,0.0858,,125.05,79.97,sunlit,,,,,
BNL11471,2016-03-14,PA-PNM,FICUIN,ACi,2,NSC,15,3.431,3,10.292,,0.1334,,129.61,77.15,sunlit,,,,,
BNL11478,2016-03-14,PA-PNM,CASTEL,ACi,2,NSC,15,3.431,2,6.861,,0.0380,,55.38,180.56,sunlit,,,,,
BNL11346,2016-03-14,PA-PNM,CAL2CA,Diurnal 1,2,NSC,7,0.801,6,4.807,,0.0490,,101.93,98.10,sunlit,,,,,
BNL11355,2016-03-14,PA-PNM,FICUIN,Diurnal 1,2,NSC,15,3.431,2,6.861,,0.0835,,121.70,82.17,sunlit,,,,,
BNL11363,2016-03-14,PA-PNM,CORDAL,Diurnal 1,2,NSC,10,1.539,4,6.158,,0.0497,,80.71,123.89,sunlit,,,,,
BNL11372,2016-03-14,PA-PNM,ALBIAD,Diurnal 1,2,NSC,10,1.539,5,7.697,,0.0703,,91.34,109.49,sunlit,,,,,
BNL11376,2016-03-14,PA-PNM,ALBIAD,Diurnal 1,2,NSC,7,0.801,6,4.807,,0.0465,,96.73,103.38,sunlit,,,,,
BNL11393,2016-03-14,PA-PNM,CASTEL,Diurnal 1,2,NSC,15,3.431,2,6.861,,0.0734,,106.98,93.48,sunlit,,,,,
BNL11409,2016-03-14,PA-PNM,LUEHSE,Diurnal 1,2,NSC,10,1.539,3,4.618,,0.0773,,167.38,59.74,sunlit,,,,,
BNL11425,2016-03-14,PA-PNM,CORDAL,Diurnal 1,2,NSC,15,3.431,2,6.861,,0.0678,,98.81,101.20,sunlit,,,,,
BNL11454,2016-03-14,PA-PNM,CASTEL,Diurnal 1,2,NSC,15,3.431,2,6.861,,0.0717,,104.50,95.70,sunlit,,,,,
BNL11455,2016-03-14,PA-PNM,ANTITR,Diurnal 1,2,NSC,10,1.539,4,6.158,,0.0536,,87.05,114.88,sunlit,,,,,
BNL11460,2016-03-14,PA-PNM,CAL2CA,Diurnal 1,2,NSC,7,0.801,7,5.608,,0.0556,,99.14,100.87,sunlit,,,,,
BNL11473,2016-03-14,PA-PNM,LUEHSE,Diurnal 1,2,NSC,10,1.539,3,4.618,,0.0670,,145.08,68.93,sunlit,,,,,
BNL11475,2016-03-14,PA-PNM,FICUIN,Diurnal 1,1,NSC,15,3.431,2,6.861,,0.0930,,135.54,73.78,sunlit,,,,,
BNL11493,2016-03-14,PA-PNM,ANTITR,Diurnal 1,2,NSC,15,3.431,2,6.861,,0.0822,,119.80,83.47,sunlit,,,,,
BNL11495,2016-03-14,PA-PNM,ANACEX,Diurnal 1,2,NSC,15,3.431,2,6.861,,0.0745,,108.58,92.10,sunlit,,,,,
BNL11310,2016-03-14,PA-PNM,ANTITR,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0688,,100.27,99.73,sunlit,,,,,
BNL11327,2016-03-14,PA-PNM,LUEHSE,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0956,,139.33,71.77,sunlit,,,,,
BNL11328,2016-03-14,PA-PNM,ANACEX,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0658,,95.90,104.28,sunlit,,,,,
BNL11330,2016-03-14,PA-PNM,CAL2CA,Diurnal 4,2,NSC,7,0.801,6,4.807,,0.0458,,95.28,104.96,sunlit,,,,,
BNL11338,2016-03-14,PA-PNM,ALBIAD,Diurnal 4,2,NSC,10,1.539,9,13.854,,0.0569,,41.07,243.49,sunlit,,,,,
BNL11342,2016-03-14,PA-PNM,ANTITR,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0750,,109.31,91.49,sunlit,,,,,
BNL11366,2016-03-14,PA-PNM,ALBIAD,Diurnal 4,2,NSC,7,0.801,7,5.608,,0.0528,,94.15,106.22,sunlit,,,,,
BNL11369,2016-03-14,PA-PNM,ANACEX,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0576,,83.95,119.12,sunlit,,,,,
BNL11379,2016-03-14,PA-PNM,CASTEL,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0711,,103.62,96.50,sunlit,,,,,
BNL11382,2016-03-14,PA-PNM,FICUIN,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0822,,119.80,83.47,sunlit,,,,,
BNL11389,2016-03-14,PA-PNM,CORDAL,Diurnal 4,2,NSC,15,3.431,3,10.292,,0.1161,,112.81,88.65,sunlit,,,,,
BNL11391,2016-03-14,PA-PNM,FICUIN,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0870,,126.80,78.87,sunlit,,,,,
BNL11394,2016-03-14,PA-PNM,CORDAL,Diurnal 4,2,NSC,10,1.539,4,6.158,,0.0728,,118.23,84.58,sunlit,,,,,
BNL11395,2016-03-14,PA-PNM,CASTEL,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0690,,100.56,99.44,sunlit,,,,,
BNL11398,2016-03-14,PA-PNM,FICUIN,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.0865,,126.07,79.32,sunlit,,,,,
BNL11399,2016-03-14,PA-PNM,CAL2CA,Diurnal 4,2,NSC,10,1.539,3,4.618,,0.0500,,108.27,92.36,sunlit,,,,,
BNL11438,2016-03-14,PA-PNM,LUEHSE,Diurnal 4,2,NSC,15,3.431,2,6.861,,0.1061,,154.63,64.67,sunlit,,,,,
BNL11205,2016-03-14,PA-PNM,ANTITR,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0807,,117.61,85.02,sunlit,,,,,
BNL11209,2016-03-14,PA-PNM,LUEHSE,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0994,,144.87,69.03,sunlit,,,,,
BNL11268,2016-03-14,PA-PNM,CASTEL,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0830,,120.97,82.67,sunlit,,,,,
BNL11383,2016-03-14,PA-PNM,CASTEL,Diurnal 6,2,NSC,15,3.431,3,10.292,,0.1168,,113.49,88.12,sunlit,,,,,
BNL11384,2016-03-14,PA-PNM,ANTITR,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0719,,104.79,95.43,sunlit,,,,,
BNL11406,2016-03-14,PA-PNM,ANACEX,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0814,,118.63,84.29,sunlit,,,,,
BNL11407,2016-03-14,PA-PNM,ALBIAD,Diurnal 6,2,NSC,10,1.539,4,6.158,,0.0583,,94.68,105.62,sunlit,,,,,
BNL11408,2016-03-14,PA-PNM,ANACEX,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0775,,112.95,88.53,sunlit,,,,,
BNL11421,2016-03-14,PA-PNM,CORDAL,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0536,,78.12,128.01,sunlit,,,,,
BNL11439,2016-03-14,PA-PNM,FICUIN,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.1110,,161.77,61.81,sunlit,,,,,
BNL11440,2016-03-14,PA-PNM,CORDAL,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.0674,,98.23,101.80,sunlit,,,,,
BNL11441,2016-03-14,PA-PNM,LUEHSE,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.1169,,170.37,58.69,sunlit,,,,,
BNL11464,2016-03-14,PA-PNM,CAL2CA,Diurnal 6,2,NSC,10,1.539,3,4.618,,0.0500,,108.27,92.36,sunlit,,,,,
BNL11469,2016-03-14,PA-PNM,ALBIAD,Diurnal 6,2,NSC,10,1.539,4,6.158,,0.0633,,102.80,97.28,sunlit,,,,,
BNL11470,2016-03-14,PA-PNM,FICUIN,Diurnal 6,2,NSC,15,3.431,2,6.861,,0.1011,,147.35,67.87,sunlit,,,,,
BNL11695,2016-04-21,PA-SLZ,VOCHFE,ACi,2,NSC,7,0.801,4,3.205,0.102,0.0395,61.27,123.25,81.13,sunlit,,,,,
BNL11696,2016-04-21,PA-SLZ,VOCHFE,ACi,2,NSC,7,0.801,3,2.404,0.066,0.0236,64.24,98.19,101.85,sunlit,,,,,
BNL11697,2016-04-21,PA-SLZ,MICOBO,ACi,2,NSC,7,0.801,5,4.006,0.089,0.0487,45.28,121.57,82.26,sunlit,,,,,
BNL11698,2016-04-21,PA-SLZ,GUATDU,ACi,2,NSC,7,0.801,4,3.205,0.053,0.0263,50.38,82.07,121.85,sunlit,,,,,
BNL11781,2016-04-21,PA-SLZ,MICOBO,ACi,2,NSC,12,2.130,2,4.259,0.085,0.0465,45.29,109.17,91.60,sunlit,,,,,
BNL11761,2016-04-21,PA-SLZ,GUATDU,Diurnal 1,2,NSC,8,1.018,4,4.071,0.069,0.0347,49.71,85.24,117.32,sunlit,,,,,
BNL11762,2016-04-21,PA-SLZ,TACHVE,Diurnal 1,2,NSC,8,1.018,5,5.089,0.095,0.0494,48.00,97.08,103.01,sunlit,,,,,
BNL11763,2016-04-21,PA-SLZ,CARAGU,Diurnal 1,2,NSC,12,2.130,3,6.389,0.195,0.1044,46.46,163.41,61.20,sunlit,,,,,
BNL11769,2016-04-21,PA-SLZ,TOCOPI,Diurnal 1,2,NSC,15,3.431,4,13.723,0.319,0.1262,60.44,91.96,108.74,sunlit,,,,,
BNL11770,2016-04-21,PA-SLZ,TERMAM,Diurnal 1,2,NSC,8,1.018,3,3.053,0.088,0.0480,45.45,157.21,63.61,sunlit,,,,,
BNL11771,2016-04-21,PA-SLZ,MICOBO,Diurnal 1,2,NSC,8,1.018,4,4.071,0.089,0.0474,46.74,116.44,85.88,sunlit,,,,,
BNL11772,2016-04-21,PA-SLZ,VIROSP,Diurnal 1,2,NSC,8,1.018,4,4.071,0.130,0.0651,49.92,159.92,62.53,sunlit,,,,,
BNL11773,2016-04-21,PA-SLZ,CARAGU,Diurnal 1,2,NSC,8,1.018,4,4.071,0.144,0.0755,47.57,185.46,53.92,sunlit,,,,,
BNL11774,2016-04-21,PA-SLZ,VIROSP,Diurnal 1,2,NSC,6,0.714,4,2.855,0.108,0.0497,53.98,174.07,57.45,sunlit,,,,,
BNL11775,2016-04-21,PA-SLZ,TOCOPI,Diurnal 1,2,NSC,15,3.431,4,13.723,0.315,0.1234,60.83,89.92,111.21,sunlit,,,,,
BNL11776,2016-04-21,PA-SLZ,VOCHFE,Diurnal 1,2,NSC,8,1.018,3,3.053,0.086,0.0329,61.74,107.76,92.80,sunlit,,,,,
BNL11777,2016-04-21,PA-SLZ,GUATDU,Diurnal 1,2,NSC,8,1.018,3,3.053,0.048,0.0276,42.50,90.40,110.62,sunlit,,,,,
BNL11778,2016-04-21,PA-SLZ,TERMAM,Diurnal 1,2,NSC,8,1.018,3,3.053,0.085,0.0445,47.65,145.75,68.61,sunlit,,,,,
BNL11779,2016-04-21,PA-SLZ,TACHVE,Diurnal 1,2,NSC,8,1.018,4,4.071,0.069,0.0404,41.45,99.24,100.76,sunlit,,,,,
BNL11780,2016-04-21,PA-SLZ,VOCHFE,Diurnal 1,2,NSC,8,1.018,3,3.053,0.090,0.0421,53.22,137.89,72.52,sunlit,,,,,
BNL11790,2016-04-21,PA-SLZ,MICOBO,Diurnal 1,2,NSC,8,1.018,4,4.071,0.089,0.0476,46.52,116.93,85.52,sunlit,,,,,
BNL11782,2016-04-21,PA-SLZ,MICOBO,Diurnal 2,2,NSC,12,2.130,4,8.518,0.174,0.1016,41.61,119.27,83.84,sunlit,,,,,
BNL11785,2016-04-21,PA-SLZ,TACHVE,Diurnal 2,2,NSC,8,1.018,7,7.124,0.122,0.0742,39.18,104.15,96.01,sunlit,,,,,
BNL11786,2016-04-21,PA-SLZ,CARAGU,Diurnal 2,2,NSC,12,2.130,3,6.389,0.189,0.0835,55.82,130.70,76.51,sunlit,,,,,
BNL11787,2016-04-21,PA-SLZ,TOCOPI,Diurnal 2,2,NSC,12,2.130,4,8.518,0.195,0.0775,60.26,90.98,109.92,sunlit,,,,,
BNL11788,2016-04-21,PA-SLZ,GUATDU,Diurnal 2,2,NSC,8,1.018,3,3.053,0.050,0.0272,45.60,89.09,112.25,sunlit,,,,,
BNL11789,2016-04-21,PA-SLZ,GUATDU,Diurnal 2,2,NSC,8,1.018,3,3.053,0.068,0.0270,60.29,88.43,113.08,sunlit,,,,,
BNL11690,2016-04-21,PA-SLZ,VOCHFE,Diurnal 4,2,NSC,7,0.801,4,3.205,0.086,0.0435,49.42,135.74,73.67,sunlit,,,,,
BNL11691,2016-04-21,PA-SLZ,TACHVE,Diurnal 4,2,NSC,7,0.801,4,3.205,0.052,0.0324,37.69,101.10,98.91,sunlit,,,,,
BNL11692,2016-04-21,PA-SLZ,GUATDU,Diurnal 4,2,NSC,7,0.801,4,3.205,0.051,0.0296,41.96,92.36,108.27,sunlit,,,,,
BNL11693,2016-04-21,PA-SLZ,VIROSP,Diurnal 4,2,NSC,7,0.801,4,3.205,0.104,0.0508,51.15,158.52,63.09,sunlit,,,,,
BNL11694,2016-04-21,PA-SLZ,TERMAM,Diurnal 4,2,NSC,7,0.801,3,2.404,0.071,0.0376,47.04,156.44,63.92,sunlit,,,,,
BNL11699,2016-04-21,PA-SLZ,MICOBO,Diurnal 4,2,NSC,12,2.130,3,6.389,0.123,0.0583,52.60,91.25,109.59,sunlit,,,,,
BNL11700,2016-04-21,PA-SLZ,GUATDU,Diurnal 4,2,NSC,7,0.801,4,3.205,0.069,0.0284,58.84,88.62,112.84,sunlit,,,,,
BNL11677,2016-04-21,PA-SLZ,CARAGU,Diurnal 5,2,NSC,11,1.843,6,11.055,0.372,0.1971,47.02,178.29,56.09,sunlit,,,,,
BNL11678,2016-04-21,PA-SLZ,VOCHFE,Diurnal 5,2,NSC,7,0.801,4,3.205,0.105,0.0372,64.57,116.08,86.15,sunlit,,,,,
BNL11679,2016-04-21,PA-SLZ,VIROSP,Diurnal 5,2,NSC,7,0.801,2,1.602,0.052,0.0203,60.96,126.69,78.93,sunlit,,,,,
BNL11680,2016-04-21,PA-SLZ,TACHVE,Diurnal 5,2,NSC,7,0.801,6,4.807,0.089,0.0494,44.49,102.76,97.31,sunlit,,,,,
BNL11681,2016-04-21,PA-SLZ,TERMAM,Diurnal 5,2,NSC,7,0.801,3,2.404,0.050,0.0299,40.20,124.40,80.39,sunlit,,,,,
BNL11682,2016-04-21,PA-SLZ,MICOBO,Diurnal 5,2,NSC,7,0.801,4,3.205,0.053,0.0324,38.87,101.10,98.91,sunlit,,,,,
BNL11683,2016-04-21,PA-SLZ,TOCOPI,Diurnal 5,2,NSC,15,3.431,5,17.153,0.403,0.1656,58.91,96.54,103.58,sunlit,,,,,
BNL11684,2016-04-21,PA-SLZ,CARAGU,Diurnal 5,2,NSC,11,1.843,4,7.370,0.230,0.1212,47.30,164.45,60.81,sunlit,,,,,
BNL11685,2016-04-21,PA-SLZ,TACHVE,Diurnal 5,2,NSC,7,0.801,6,4.807,0.088,0.0530,39.77,110.25,90.70,sunlit,,,,,
BNL11686,2016-04-21,PA-SLZ,TOCOPI,Diurnal 5,2,NSC,15,3.431,5,17.153,0.407,0.1682,58.67,98.06,101.98,sunlit,,,,,
BNL11687,2016-04-21,PA-SLZ,TERMAM,Diurnal 5,2,NSC,7,0.801,3,2.404,0.049,0.0305,37.76,126.90,78.81,sunlit,,,,,
BNL11688,2016-04-21,PA-SLZ,MICOBO,Diurnal 5,2,NSC,7,0.801,5,4.006,0.093,0.0458,50.75,114.33,87.47,sunlit,,,,,
BNL11689,2016-04-21,PA-SLZ,GUATDU,Diurnal 5,2,NSC,7,0.801,3,2.404,0.036,0.0213,40.83,88.62,112.84,sunlit,,,,,
BNL11666,2016-04-21,PA-SLZ,TERMAM,Diurnal 6,2,NSC,7,0.801,3,2.404,0.070,0.0376,46.29,156.44,63.92,sunlit,,,,,
BNL11667,2016-04-21,PA-SLZ,TOCOPI,Diurnal 6,2,NSC,15,3.431,6,20.584,0.478,0.1843,61.44,89.53,111.69,sunlit,,,,,
BNL11668,2016-04-21,PA-SLZ,TACHVE,Diurnal 6,2,NSC,7,0.801,6,4.807,0.089,0.0511,42.58,106.30,94.07,sunlit,,,,,
BNL11669,2016-04-21,PA-SLZ,MICOBO,Diurnal 6,2,NSC,7,0.801,6,4.807,0.090,0.0463,48.56,96.32,103.83,sunlit,,,,,
BNL11670,2016-04-21,PA-SLZ,TACHVE,Diurnal 6,2,NSC,7,0.801,6,4.807,0.088,0.0526,40.23,109.42,91.39,sunlit,,,,,
BNL11671,2016-04-21,PA-SLZ,TOCOPI,Diurnal 6,2,NSC,15,3.431,5,17.153,0.388,0.1589,59.05,92.63,107.95,sunlit,,,,,
BNL11673,2016-04-21,PA-SLZ,MICOBO,Diurnal 6,2,NSC,7,0.801,4,3.205,0.052,0.0318,38.85,99.23,100.78,sunlit,,,,,
BNL11674,2016-04-21,PA-SLZ,CARAGU,Diurnal 6,2,NSC,11,1.843,4,7.372,0.232,0.1256,45.86,170.37,58.69,sunlit,,,,,
BNL11675,2016-04-21,PA-SLZ,TERMAM,Diurnal 6,2,NSC,7,0.801,3,2.404,0.070,0.0364,48.00,151.44,66.03,sunlit,,,,,
BNL11676,2016-04-21,PA-SLZ,CARAGU,Diurnal 6,2,NSC,7,0.801,4,3.205,0.106,0.0550,48.11,171.62,58.27,sunlit,,,,,
BNL11648,2016-04-21,PA-SLZ,VIROSP,Diurnal 7,2,NSC,7,0.801,5,4.006,0.141,0.0702,50.21,175.24,57.06,sunlit,,,,,
BNL11659,2016-04-21,PA-SLZ,GUATDU,Diurnal 7,2,NSC,7,0.801,5,4.006,0.069,0.0347,49.71,86.62,115.44,sunlit,,,,,
BNL11660,2016-04-21,PA-SLZ,TOCOPI,Diurnal 7,2,NSC,15,3.431,4,13.723,0.320,0.1182,63.06,86.13,116.10,sunlit,,,,,
BNL11665,2016-04-21,PA-SLZ,GUATDU,Diurnal 7,2,NSC,7,0.801,5,4.006,0.073,0.0328,55.07,81.88,122.13,sunlit,,,,,
